ID;order_number;flight_ID;airport_ID;station_code;supplier_ID;contract_ID;product_ID;uom_code;ordered_quantity;unit_price;total_amount;currency_code;requested_date;requested_time;priority;status;s4_po_number;s4_po_item;notes;cancelled_reason;cancelled_by;cancelled_at;created_at;created_by;modified_at;modified_by;crew_review_status;crew_reviewed_by;crew_reviewed_at;crew_adjusted_quantity;crew_adjustment_reason;crew_notes
f6a7b8c9-6666-4000-8000-000000000001;FO-MNL-20260117-001;e5f6a7b8-5555-4000-8000-000000000001;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;5500.00;0.8250;4537.50;USD;2026-01-17;05:30:00;Normal;Delivered;4500001001;00010;Standard uplift for PR101 MNL-CEB;;;;2026-01-15T08:00:00Z;station.coordinator@airline.com;2026-01-17T06:15:00Z;SYSTEM;;;;;
f6a7b8c9-6666-4000-8000-000000000002;FO-CEB-20260117-001;e5f6a7b8-5555-4000-8000-000000000002;a1b2c3d4-1111-4000-8000-000000000002;CEB;b2c3d4e5-2222-4000-8000-000000000003;d4e5f6a7-4444-4000-8000-000000000002;c3d4e5f6-3333-4000-8000-000000000001;KG;4800.00;45.50;218400.00;PHP;2026-01-17;08:00:00;Normal;InProgress;;;Uplift for PR102 CEB-MNL;;;;2026-01-16T10:00:00Z;station.cebu@airline.com;2026-01-17T07:45:00Z;station.cebu@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000003;FO-MNL-20260117-002;e5f6a7b8-5555-4000-8000-000000000003;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;25000.00;0.8250;20625.00;USD;2026-01-17;13:30:00;Normal;Confirmed;;;Long haul uplift for PR301 MNL-SIN;;;;2026-01-15T08:30:00Z;station.coordinator@airline.com;2026-01-16T14:00:00Z;ops.manager@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000004;FO-SIN-20260118-001;e5f6a7b8-5555-4000-8000-000000000004;a1b2c3d4-1111-4000-8000-000000000003;SIN;b2c3d4e5-2222-4000-8000-000000000002;d4e5f6a7-4444-4000-8000-000000000003;c3d4e5f6-3333-4000-8000-000000000001;KG;22000.00;0.8350;18370.00;USD;2026-01-18;08:30:00;Normal;Submitted;;;Return flight PR302 SIN-MNL;;;;2026-01-16T09:00:00Z;station.singapore@airline.com;2026-01-16T09:00:00Z;station.singapore@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000005;FO-MNL-20260117-003;e5f6a7b8-5555-4000-8000-000000000005;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;65000.00;0.8250;53625.00;USD;2026-01-17;22:30:00;High;Confirmed;;;Long haul to Dubai PR501 - Full tanks required;;;;2026-01-14T15:00:00Z;fuel.planner@airline.com;2026-01-16T10:00:00Z;ops.manager@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000006;FO-DXB-20260118-001;e5f6a7b8-5555-4000-8000-000000000006;a1b2c3d4-1111-4000-8000-000000000005;DXB;b2c3d4e5-2222-4000-8000-000000000004;d4e5f6a7-4444-4000-8000-000000000004;c3d4e5f6-3333-4000-8000-000000000001;KG;70000.00;0.7950;55650.00;USD;2026-01-18;09:30:00;High;Draft;;;Return flight PR502 DXB-MNL - Ultra long haul;;;;2026-01-16T12:00:00Z;station.dubai@airline.com;2026-01-16T12:00:00Z;station.dubai@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000007;FO-MNL-20260117-004;e5f6a7b8-5555-4000-8000-000000000007;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;4200.00;0.8250;3465.00;USD;2026-01-17;07:30:00;Normal;Delivered;4500001002;00010;Domestic flight PR201 MNL-DVO;;;;2026-01-15T09:00:00Z;station.coordinator@airline.com;2026-01-17T08:15:00Z;SYSTEM;;;;;
f6a7b8c9-6666-4000-8000-000000000008;FO-DVO-20260117-001;e5f6a7b8-5555-4000-8000-000000000008;a1b2c3d4-1111-4000-8000-000000000010;DVO;b2c3d4e5-2222-4000-8000-000000000003;d4e5f6a7-4444-4000-8000-000000000002;c3d4e5f6-3333-4000-8000-000000000001;KG;3800.00;45.50;172900.00;PHP;2026-01-17;10:00:00;Normal;InProgress;;;Return flight PR202 DVO-MNL;;;;2026-01-16T08:00:00Z;station.davao@airline.com;2026-01-17T09:30:00Z;station.davao@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000009;FO-MNL-20260117-005;e5f6a7b8-5555-4000-8000-000000000009;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;18000.00;0.8250;14850.00;USD;2026-01-17;09:30:00;Normal;Confirmed;;;Regional flight PR401 MNL-HKG;;;;2026-01-15T11:00:00Z;station.coordinator@airline.com;2026-01-16T16:00:00Z;ops.manager@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000010;FO-HKG-20260117-001;e5f6a7b8-5555-4000-8000-000000000010;a1b2c3d4-1111-4000-8000-000000000007;HKG;b2c3d4e5-2222-4000-8000-000000000005;d4e5f6a7-4444-4000-8000-000000000005;c3d4e5f6-3333-4000-8000-000000000001;KG;16500.00;0.8450;13942.50;USD;2026-01-17;13:30:00;Normal;Submitted;;;Return flight PR402 HKG-MNL;;;;2026-01-16T10:30:00Z;station.hongkong@airline.com;2026-01-16T10:30:00Z;station.hongkong@airline.com;;;;;
f6a7b8c9-6666-4000-8000-000000000011;FO-MNL-20260116-001;;a1b2c3d4-1111-4000-8000-000000000001;MNL;b2c3d4e5-2222-4000-8000-000000000001;d4e5f6a7-4444-4000-8000-000000000001;c3d4e5f6-3333-4000-8000-000000000001;KG;8000.00;0.8250;6600.00;USD;2026-01-16;14:00:00;Urgent;Cancelled;;;Emergency order - subsequently cancelled;Flight schedule changed;ops.manager@airline.com;2026-01-16T12:00:00Z;2026-01-15T14:00:00Z;fuel.planner@airline.com;2026-01-16T12:00:00Z;ops.manager@airline.com;;;;;
f6a7b8c9-6666-4000-8000-00000000A001;FO-YYZ-20260327-001;e5f6a7b8-5555-4000-8000-00000000A004;a1b2c3d4-1111-4000-8000-000000000020;YYZ;b2c3d4e5-2222-4000-8000-00000000A001;d4e5f6a7-4444-4000-8000-00000000A001;c3d4e5f6-3333-4000-8000-000000000001;KG;8500.00;0.8500;7225.00;USD;2026-03-27;07:00:00;Normal;Draft;;;Step 2 - Draft order for AC201 YYZ-YVR;;;;2026-03-25T10:00:00Z;station.yyz@airline.com;2026-03-25T10:00:00Z;station.yyz@airline.com;;;;;
f6a7b8c9-6666-4000-8000-00000000A002;FO-YYZ-20260326-001;e5f6a7b8-5555-4000-8000-00000000A005;a1b2c3d4-1111-4000-8000-000000000020;YYZ;b2c3d4e5-2222-4000-8000-00000000A001;d4e5f6a7-4444-4000-8000-00000000A001;c3d4e5f6-3333-4000-8000-000000000001;KG;48000.00;0.8500;40800.00;USD;2026-03-26;17:30:00;Normal;Confirmed;;;Step 3 - Confirmed order for AC301 YYZ-CDG with dispatch;;;;2026-03-24T14:00:00Z;station.yyz@airline.com;2026-03-25T09:00:00Z;ops.manager@airline.com;;;;;
f6a7b8c9-6666-4000-8000-00000000A003;FO-YYZ-20260326-002;e5f6a7b8-5555-4000-8000-00000000A009;a1b2c3d4-1111-4000-8000-000000000020;YYZ;b2c3d4e5-2222-4000-8000-00000000A001;d4e5f6a7-4444-4000-8000-00000000A001;c3d4e5f6-3333-4000-8000-000000000001;KG;15000.00;0.8500;12750.00;USD;2026-03-26;08:00:00;Normal;Confirmed;;;Step 4 - Crew confirmed order for AC501 YYZ-FLL;;;;2026-03-24T15:00:00Z;station.yyz@airline.com;2026-03-25T11:00:00Z;ops.manager@airline.com;CONFIRMED;Capt. M. Bouchard;2026-03-25T14:00:00Z;;;Confirmed as planned - standard FLL uplift
f6a7b8c9-6666-4000-8000-00000000A004;FO-YVR-20260325-001;e5f6a7b8-5555-4000-8000-00000000A007;a1b2c3d4-1111-4000-8000-000000000021;YVR;b2c3d4e5-2222-4000-8000-00000000A002;d4e5f6a7-4444-4000-8000-00000000A002;c3d4e5f6-3333-4000-8000-000000000001;KG;65000.00;1.0500;68250.00;CAD;2026-03-25;12:30:00;High;Confirmed;;;Step 4B - Confirmed for AC401 YVR-NRT transpacific;;;;2026-03-23T16:00:00Z;station.yvr@airline.com;2026-03-24T10:00:00Z;ops.manager@airline.com;ADJUSTED;Capt. K. Tanaka;2026-03-24T12:00:00Z;63000.00;Reduced due to favorable tailwinds forecast;Transpacific routing adjusted per met briefing
f6a7b8c9-6666-4000-8000-00000000A005;FO-YYZ-20260325-001;e5f6a7b8-5555-4000-8000-00000000A002;a1b2c3d4-1111-4000-8000-000000000020;YYZ;b2c3d4e5-2222-4000-8000-00000000A001;d4e5f6a7-4444-4000-8000-00000000A001;c3d4e5f6-3333-4000-8000-000000000001;KG;82000.00;0.8500;69700.00;USD;2026-03-25;19:30:00;High;InProgress;;;Step 5 - InProgress with delivery for AC101 YYZ-LHR;;;;2026-03-23T12:00:00Z;station.yyz@airline.com;2026-03-25T19:45:00Z;SYSTEM;CONFIRMED;Capt. R. Leblanc;2026-03-25T18:00:00Z;;;Long haul confirmed - full tanks approved
f6a7b8c9-6666-4000-8000-00000000A006;FO-LHR-20260325-001;e5f6a7b8-5555-4000-8000-00000000A003;a1b2c3d4-1111-4000-8000-000000000026;LHR;b2c3d4e5-2222-4000-8000-00000000A003;d4e5f6a7-4444-4000-8000-00000000A003;c3d4e5f6-3333-4000-8000-000000000001;KG;80000.00;0.8200;65600.00;USD;2026-03-25;10:00:00;High;Delivered;4500100001;00010;Step 6 - Delivered with S4 PO for AC102 LHR-YYZ;;;;2026-03-23T14:00:00Z;station.lhr@airline.com;2026-03-25T11:30:00Z;SYSTEM;CONFIRMED;Capt. R. Leblanc;2026-03-25T09:00:00Z;;;Return leg LHR-YYZ confirmed
f6a7b8c9-6666-4000-8000-00000000A007;FO-YYZ-20260324-001;e5f6a7b8-5555-4000-8000-00000000A011;a1b2c3d4-1111-4000-8000-000000000020;YYZ;b2c3d4e5-2222-4000-8000-00000000A001;d4e5f6a7-4444-4000-8000-00000000A001;c3d4e5f6-3333-4000-8000-000000000001;KG;2200.00;0.8500;1870.00;USD;2026-03-24;06:30:00;Normal;Delivered;4500100002;00010;Step 7 - Delivered and invoiced for AC601 YYZ-YUL;;;;2026-03-22T08:00:00Z;station.yyz@airline.com;2026-03-24T07:15:00Z;SYSTEM;CONFIRMED;Capt. L. Tremblay;2026-03-24T06:00:00Z;;;Short haul YYZ-YUL confirmed
