ID;invoice_ID;rule_ID;check_code;check_group;invoice_item_ID;line_number;status;severity;severity_source;na_reason;exception_ID;message;evaluated_at;evaluated_by;bypassed_by;bypassed_at;bypass_reason
1d500000-0000-4000-8000-000000000001;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000001;INV459;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000002;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000002;INV460;CAPTURE;;;NOT_APPLICABLE;;;The document states no line count, so there is nothing to compare against.;;The document states no line count, so there is nothing to compare against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000003;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000003;INV461;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000004;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000004;INV450;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;FAILED;HARD_ERROR;REGISTRY_DEFAULT;;e0c00000-0000-4000-8000-000000000016;Line 10 states no ticket number. The ticket is what the supplier references and what resolves the PO.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000005;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000005;INV462;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;The line states no ticket number, so there was nothing to look up (INV450).;;The line states no ticket number, so there was nothing to look up (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000006;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000006;INV463;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;The ticket did not resolve, so it has no order to check (INV450/INV462).;;The ticket did not resolve, so it has no order to check (INV450/INV462).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000007;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000007;INV464;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no purchase order to look for.;;No order resolved for this line, so there is no purchase order to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000008;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000009;INV466;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no goods receipt to look for.;;No order resolved for this line, so there is no goods receipt to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000009;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000008;INV465;RESOLUTION;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000010;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000013;INV456;QUANTITY;550e8400-e29b-41d4-a716-44665544A212;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000011;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000012;INV468;QUANTITY;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000012;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000010;INV451;QUANTITY;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000013;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000011;INV467;QUANTITY;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no ordered quantity to exceed.;;No order resolved for this line, so there is no ordered quantity to exceed.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000014;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000015;INV469;PRICE;550e8400-e29b-41d4-a716-44665544A212;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000015;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000017;INV470;PRICE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000016;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000014;INV452;PRICE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000017;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000018;INV471;PRICE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000018;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000019;INV472;PRICE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000019;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000016;INV454;PRICE;;;NOT_APPLICABLE;;;The document states no net total, so the derived figure has nothing to disagree with.;;The document states no net total, so the derived figure has nothing to disagree with.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000020;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000023;INV453;COVERAGE;;;NOT_APPLICABLE;;;Registered and NOT IMPLEMENTED. VR30 in 03-VALIDATION-RULES, never built. The Unbilled Tickets screen READS this exposure and nothing RAISES it against an invoice at period close, which needs a period-close trigger and no scheduler exists.;;Registered and NOT IMPLEMENTED. VR30 in 03-VALIDATION-RULES, never built. The Unbilled Tickets screen READS this exposure and nothing RAISES it against an invoice at period close, which needs a period-close trigger and no scheduler exists.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000021;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000020;INV473;DUPLICATE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000022;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000021;INV455;DUPLICATE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000023;550e8400-e29b-41d4-a716-44665544A202;21a00006-0000-4000-8000-000000000022;INV474;DUPLICATE;550e8400-e29b-41d4-a716-44665544A212;10;NOT_APPLICABLE;;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000024;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000001;INV459;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000025;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000002;INV460;CAPTURE;;;NOT_APPLICABLE;;;The document states no line count, so there is nothing to compare against.;;The document states no line count, so there is nothing to compare against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000026;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000003;INV461;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000027;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000004;INV450;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;FAILED;HARD_ERROR;REGISTRY_DEFAULT;;e0c00000-0000-4000-8000-000000000018;Line 1 states no ticket number. The ticket is what the supplier references and what resolves the PO.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000028;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000005;INV462;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;The line states no ticket number, so there was nothing to look up (INV450).;;The line states no ticket number, so there was nothing to look up (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000029;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000006;INV463;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;The ticket did not resolve, so it has no order to check (INV450/INV462).;;The ticket did not resolve, so it has no order to check (INV450/INV462).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000030;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000007;INV464;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no purchase order to look for.;;No order resolved for this line, so there is no purchase order to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000031;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000009;INV466;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no goods receipt to look for.;;No order resolved for this line, so there is no goods receipt to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000032;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000008;INV465;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000033;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000013;INV456;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006001;1;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000034;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000012;INV468;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000035;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000010;INV451;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000036;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000011;INV467;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no ordered quantity to exceed.;;No order resolved for this line, so there is no ordered quantity to exceed.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000037;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000015;INV469;PRICE;6ca3b4c5-cccc-4000-8000-000000006001;1;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000038;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000017;INV470;PRICE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000039;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000014;INV452;PRICE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000040;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000004;INV450;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;FAILED;HARD_ERROR;REGISTRY_DEFAULT;;e0c00000-0000-4000-8000-000000000019;Line 2 states no ticket number. The ticket is what the supplier references and what resolves the PO.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000041;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000005;INV462;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;The line states no ticket number, so there was nothing to look up (INV450).;;The line states no ticket number, so there was nothing to look up (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000042;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000006;INV463;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;The ticket did not resolve, so it has no order to check (INV450/INV462).;;The ticket did not resolve, so it has no order to check (INV450/INV462).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000043;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000007;INV464;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no purchase order to look for.;;No order resolved for this line, so there is no purchase order to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000044;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000009;INV466;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no goods receipt to look for.;;No order resolved for this line, so there is no goods receipt to look for.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000045;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000008;INV465;RESOLUTION;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;;No PO resolved through the ticket, so the stated PO has nothing to be compared with.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000046;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000013;INV456;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006002;2;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000047;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000012;INV468;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000048;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000010;INV451;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No goods receipt resolved for this line, so there is no received quantity to compare.;;No goods receipt resolved for this line, so there is no received quantity to compare.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000049;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000011;INV467;QUANTITY;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no ordered quantity to exceed.;;No order resolved for this line, so there is no ordered quantity to exceed.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000050;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000015;INV469;PRICE;6ca3b4c5-cccc-4000-8000-000000006002;2;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000051;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000017;INV470;PRICE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000052;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000014;INV452;PRICE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is neither a contract price nor an order price.;;No order resolved for this line, so there is neither a contract price nor an order price.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000053;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000018;INV471;PRICE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000054;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000019;INV472;PRICE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
